date,year,month,week_number,district,market,crop,price_rs_kg,season,season_encoded,extent_ha,production_t,yield_t_per_ha,annual_extent_ha,annual_production_t,annual_yield_t_per_ha,seasonal_extent_ha,seasonal_production_t,seasonal_yield_t_per_ha,agstat_source_used
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,chili,124,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,eggplants,104,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,pumpkin,38,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,snake gourd,104,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,tomatoes,114,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/3/2020,2020,6,23,puttalam,puttalam,chili,102,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/3/2020,2020,6,23,puttalam,puttalam,snake gourd,117,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/3/2020,2020,6,23,thambuththegama,thambuththegama,beans,152,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/3/2020,2020,6,23,thambuththegama,thambuththegama,cabbage,123,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/3/2020,2020,6,23,thambuththegama,thambuththegama,carrots,139,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/3/2020,2020,6,23,thambuththegama,thambuththegama,chili,163.3333333,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/3/2020,2020,6,23,thambuththegama,thambuththegama,eggplants,106,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/3/2020,2020,6,23,thambuththegama,thambuththegama,pumpkin,26,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/3/2020,2020,6,23,thambuththegama,thambuththegama,snake gourd,87.5,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/3/2020,2020,6,23,thambuththegama,thambuththegama,tomatoes,109,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/10/2020,2020,6,24,colombo,colombo,beans,132,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/10/2020,2020,6,24,colombo,colombo,cabbage,70,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/10/2020,2020,6,24,colombo,colombo,carrots,137,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/10/2020,2020,6,24,colombo,colombo,chili,132.7272727,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/10/2020,2020,6,24,colombo,colombo,eggplants,81.11111111,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/10/2020,2020,6,24,colombo,colombo,pumpkin,34,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/10/2020,2020,6,24,colombo,colombo,snake gourd,83,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/10/2020,2020,6,24,colombo,colombo,tomatoes,151,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/10/2020,2020,6,24,dambulla,dambulla,beans,124,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/10/2020,2020,6,24,dambulla,dambulla,cabbage,68,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/10/2020,2020,6,24,dambulla,dambulla,carrots,116,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/10/2020,2020,6,24,dambulla,dambulla,chili,94,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/10/2020,2020,6,24,dambulla,dambulla,eggplants,71,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/10/2020,2020,6,24,dambulla,dambulla,pumpkin,33,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/10/2020,2020,6,24,dambulla,dambulla,snake gourd,94,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/10/2020,2020,6,24,dambulla,dambulla,tomatoes,144,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/10/2020,2020,6,24,kandy,kandy,beans,125,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/10/2020,2020,6,24,kandy,kandy,cabbage,80,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/10/2020,2020,6,24,kandy,kandy,carrots,135,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/10/2020,2020,6,24,kandy,kandy,chili,126,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/10/2020,2020,6,24,kandy,kandy,eggplants,110,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/10/2020,2020,6,24,kandy,kandy,pumpkin,40,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/10/2020,2020,6,24,kandy,kandy,snake gourd,75,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/10/2020,2020,6,24,kandy,kandy,tomatoes,145,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/10/2020,2020,6,24,keppetipola,keppetipola,beans,113.3333333,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/10/2020,2020,6,24,keppetipola,keppetipola,cabbage,65.83333333,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/10/2020,2020,6,24,keppetipola,keppetipola,carrots,90,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/10/2020,2020,6,24,keppetipola,keppetipola,chili,110,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/10/2020,2020,6,24,keppetipola,keppetipola,eggplants,71.66666667,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/10/2020,2020,6,24,keppetipola,keppetipola,pumpkin,76.66666667,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/10/2020,2020,6,24,keppetipola,keppetipola,tomatoes,128.3333333,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/10/2020,2020,6,24,meegoda,meegoda,beans,129,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/10/2020,2020,6,24,meegoda,meegoda,cabbage,114,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/10/2020,2020,6,24,meegoda,meegoda,carrots,146,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/10/2020,2020,6,24,meegoda,meegoda,chili,132.5,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/10/2020,2020,6,24,meegoda,meegoda,eggplants,106,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/10/2020,2020,6,24,meegoda,meegoda,pumpkin,49,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/10/2020,2020,6,24,meegoda,meegoda,snake gourd,71.66666667,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/10/2020,2020,6,24,meegoda,meegoda,tomatoes,160,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,beans,124,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,cabbage,88,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,carrots,113,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,chili,124,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,eggplants,84,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,pumpkin,68,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,snake gourd,96,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,tomatoes,134,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/10/2020,2020,6,24,puttalam,puttalam,chili,95,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/10/2020,2020,6,24,puttalam,puttalam,snake gourd,63,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/10/2020,2020,6,24,thambuththegama,thambuththegama,beans,152,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/10/2020,2020,6,24,thambuththegama,thambuththegama,cabbage,108,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/10/2020,2020,6,24,thambuththegama,thambuththegama,carrots,149,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/10/2020,2020,6,24,thambuththegama,thambuththegama,chili,146.6666667,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/10/2020,2020,6,24,thambuththegama,thambuththegama,eggplants,82,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/10/2020,2020,6,24,thambuththegama,thambuththegama,pumpkin,28,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/10/2020,2020,6,24,thambuththegama,thambuththegama,snake gourd,76.25,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/10/2020,2020,6,24,thambuththegama,thambuththegama,tomatoes,162,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/17/2020,2020,6,25,colombo,colombo,beans,101,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/17/2020,2020,6,25,colombo,colombo,cabbage,65.55555556,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/17/2020,2020,6,25,colombo,colombo,carrots,120,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/17/2020,2020,6,25,colombo,colombo,chili,115.5555556,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/17/2020,2020,6,25,colombo,colombo,eggplants,69,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/17/2020,2020,6,25,colombo,colombo,pumpkin,33.5,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/17/2020,2020,6,25,colombo,colombo,snake gourd,58,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/17/2020,2020,6,25,colombo,colombo,tomatoes,169,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/17/2020,2020,6,25,dambulla,dambulla,beans,95,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/17/2020,2020,6,25,dambulla,dambulla,cabbage,75,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/17/2020,2020,6,25,dambulla,dambulla,carrots,126,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/17/2020,2020,6,25,dambulla,dambulla,chili,98,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/17/2020,2020,6,25,dambulla,dambulla,eggplants,55,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/17/2020,2020,6,25,dambulla,dambulla,pumpkin,38,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/17/2020,2020,6,25,dambulla,dambulla,snake gourd,43.4,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/17/2020,2020,6,25,dambulla,dambulla,tomatoes,151,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/17/2020,2020,6,25,kandy,kandy,beans,75,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/17/2020,2020,6,25,kandy,kandy,cabbage,52,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/17/2020,2020,6,25,kandy,kandy,carrots,125,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/17/2020,2020,6,25,kandy,kandy,chili,122,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/17/2020,2020,6,25,kandy,kandy,eggplants,67,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/17/2020,2020,6,25,kandy,kandy,pumpkin,46,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/17/2020,2020,6,25,kandy,kandy,snake gourd,65,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/17/2020,2020,6,25,kandy,kandy,tomatoes,165,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/17/2020,2020,6,25,keppetipola,keppetipola,beans,74,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/17/2020,2020,6,25,keppetipola,keppetipola,cabbage,61.66666667,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/17/2020,2020,6,25,keppetipola,keppetipola,carrots,101.6666667,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/17/2020,2020,6,25,keppetipola,keppetipola,chili,103.3333333,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/17/2020,2020,6,25,keppetipola,keppetipola,eggplants,55.83333333,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/17/2020,2020,6,25,keppetipola,keppetipola,pumpkin,76.66666667,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/17/2020,2020,6,25,keppetipola,keppetipola,tomatoes,135,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/17/2020,2020,6,25,meegoda,meegoda,beans,86,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/17/2020,2020,6,25,meegoda,meegoda,cabbage,84,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/17/2020,2020,6,25,meegoda,meegoda,carrots,164,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/17/2020,2020,6,25,meegoda,meegoda,chili,122,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/17/2020,2020,6,25,meegoda,meegoda,eggplants,70,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/17/2020,2020,6,25,meegoda,meegoda,pumpkin,45,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/17/2020,2020,6,25,meegoda,meegoda,snake gourd,71.66666667,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/17/2020,2020,6,25,meegoda,meegoda,tomatoes,164,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/17/2020,2020,6,25,nuwaraeliya,nuwaraeliya,beans,96,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/17/2020,2020,6,25,nuwaraeliya,nuwaraeliya,cabbage,76,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/17/2020,2020,6,25,nuwaraeliya,nuwaraeliya,carrots,146,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/17/2020,2020,6,25,nuwaraeliya,nuwaraeliya,chili,124,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/17/2020,2020,6,25,nuwaraeliya,nuwaraeliya,eggplants,72,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/17/2020,2020,6,25,nuwaraeliya,nuwaraeliya,pumpkin,68,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/17/2020,2020,6,25,nuwaraeliya,nuwaraeliya,snake gourd,56,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/17/2020,2020,6,25,nuwaraeliya,nuwaraeliya,tomatoes,146,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/17/2020,2020,6,25,puttalam,puttalam,chili,95,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/17/2020,2020,6,25,puttalam,puttalam,snake gourd,63,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/17/2020,2020,6,25,thambuththegama,thambuththegama,beans,99,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/17/2020,2020,6,25,thambuththegama,thambuththegama,cabbage,108,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/17/2020,2020,6,25,thambuththegama,thambuththegama,carrots,125,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/17/2020,2020,6,25,thambuththegama,thambuththegama,chili,141.4285714,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/17/2020,2020,6,25,thambuththegama,thambuththegama,eggplants,45,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/17/2020,2020,6,25,thambuththegama,thambuththegama,pumpkin,28,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/17/2020,2020,6,25,thambuththegama,thambuththegama,snake gourd,48,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/17/2020,2020,6,25,thambuththegama,thambuththegama,tomatoes,169,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/24/2020,2020,6,26,colombo,colombo,beans,114,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/24/2020,2020,6,26,colombo,colombo,cabbage,64.54545455,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/24/2020,2020,6,26,colombo,colombo,carrots,117,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/24/2020,2020,6,26,colombo,colombo,chili,111.1111111,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/24/2020,2020,6,26,colombo,colombo,eggplants,53.63636364,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/24/2020,2020,6,26,colombo,colombo,pumpkin,30,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/24/2020,2020,6,26,colombo,colombo,snake gourd,74.44444444,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/24/2020,2020,6,26,colombo,colombo,tomatoes,164.5454545,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/24/2020,2020,6,26,dambulla,dambulla,beans,90,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/24/2020,2020,6,26,dambulla,dambulla,cabbage,61,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/24/2020,2020,6,26,dambulla,dambulla,carrots,118,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/24/2020,2020,6,26,dambulla,dambulla,chili,100,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/24/2020,2020,6,26,dambulla,dambulla,eggplants,48,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/24/2020,2020,6,26,dambulla,dambulla,pumpkin,32.4,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/24/2020,2020,6,26,dambulla,dambulla,snake gourd,46.4,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/24/2020,2020,6,26,dambulla,dambulla,tomatoes,132,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/24/2020,2020,6,26,kandy,kandy,beans,95,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/24/2020,2020,6,26,kandy,kandy,cabbage,67,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/24/2020,2020,6,26,kandy,kandy,carrots,135,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/24/2020,2020,6,26,kandy,kandy,chili,140,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/24/2020,2020,6,26,kandy,kandy,eggplants,52,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/24/2020,2020,6,26,kandy,kandy,pumpkin,45,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/24/2020,2020,6,26,kandy,kandy,snake gourd,55,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/24/2020,2020,6,26,kandy,kandy,tomatoes,145,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/24/2020,2020,6,26,keppetipola,keppetipola,beans,119,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/24/2020,2020,6,26,keppetipola,keppetipola,cabbage,61.66666667,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/24/2020,2020,6,26,keppetipola,keppetipola,carrots,103.3333333,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/24/2020,2020,6,26,keppetipola,keppetipola,chili,115,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/24/2020,2020,6,26,keppetipola,keppetipola,eggplants,44.16666667,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/24/2020,2020,6,26,keppetipola,keppetipola,pumpkin,70,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/24/2020,2020,6,26,keppetipola,keppetipola,tomatoes,116.6666667,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/24/2020,2020,6,26,meegoda,meegoda,beans,148,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/24/2020,2020,6,26,meegoda,meegoda,cabbage,90,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/24/2020,2020,6,26,meegoda,meegoda,carrots,146,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/24/2020,2020,6,26,meegoda,meegoda,chili,144,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/24/2020,2020,6,26,meegoda,meegoda,eggplants,65,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/24/2020,2020,6,26,meegoda,meegoda,pumpkin,41,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/24/2020,2020,6,26,meegoda,meegoda,snake gourd,78.33333333,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/24/2020,2020,6,26,meegoda,meegoda,tomatoes,154,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/24/2020,2020,6,26,nuwaraeliya,nuwaraeliya,beans,124,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/24/2020,2020,6,26,nuwaraeliya,nuwaraeliya,cabbage,92,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/24/2020,2020,6,26,nuwaraeliya,nuwaraeliya,carrots,123,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/24/2020,2020,6,26,nuwaraeliya,nuwaraeliya,chili,124,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/24/2020,2020,6,26,nuwaraeliya,nuwaraeliya,eggplants,67.5,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/24/2020,2020,6,26,nuwaraeliya,nuwaraeliya,pumpkin,68,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/24/2020,2020,6,26,nuwaraeliya,nuwaraeliya,snake gourd,56,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/24/2020,2020,6,26,nuwaraeliya,nuwaraeliya,tomatoes,116,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
6/24/2020,2020,6,26,puttalam,puttalam,chili,115,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/24/2020,2020,6,26,puttalam,puttalam,snake gourd,54,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/24/2020,2020,6,26,thambuththegama,thambuththegama,beans,112,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
6/24/2020,2020,6,26,thambuththegama,thambuththegama,cabbage,84,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
6/24/2020,2020,6,26,thambuththegama,thambuththegama,carrots,131,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
6/24/2020,2020,6,26,thambuththegama,thambuththegama,chili,175.7142857,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
6/24/2020,2020,6,26,thambuththegama,thambuththegama,eggplants,55,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
6/24/2020,2020,6,26,thambuththegama,thambuththegama,pumpkin,24.4,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
6/24/2020,2020,6,26,thambuththegama,thambuththegama,snake gourd,48,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
6/24/2020,2020,6,26,thambuththegama,thambuththegama,tomatoes,154,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
7/1/2020,2020,7,27,colombo,colombo,beans,104,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
7/1/2020,2020,7,27,colombo,colombo,cabbage,77,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
7/1/2020,2020,7,27,colombo,colombo,carrots,109,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
7/1/2020,2020,7,27,colombo,colombo,chili,171.25,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
7/1/2020,2020,7,27,colombo,colombo,eggplants,52.27272727,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
7/1/2020,2020,7,27,colombo,colombo,pumpkin,30.5,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
7/1/2020,2020,7,27,colombo,colombo,snake gourd,67,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
7/1/2020,2020,7,27,colombo,colombo,tomatoes,99,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
7/1/2020,2020,7,27,dambulla,dambulla,beans,88,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
7/1/2020,2020,7,27,dambulla,dambulla,cabbage,66,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
7/1/2020,2020,7,27,dambulla,dambulla,carrots,106,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
7/1/2020,2020,7,27,dambulla,dambulla,chili,166,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
7/1/2020,2020,7,27,dambulla,dambulla,eggplants,43.4,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
7/1/2020,2020,7,27,dambulla,dambulla,pumpkin,34.4,Yala,0,7741,113322,14.64,7741,113322,14.6391939,,,,annual
7/1/2020,2020,7,27,dambulla,dambulla,snake gourd,46,Yala,0,2650,32868,12.4,2650,32868,12.40301887,,,,annual
7/1/2020,2020,7,27,dambulla,dambulla,tomatoes,81,Yala,0,6569,90507,13.78,6569,90507,13.77789618,,,,annual
7/1/2020,2020,7,27,kandy,kandy,beans,75,Yala,0,7830,82973,10.6,7830,82973,10.59680715,,,,annual
7/1/2020,2020,7,27,kandy,kandy,cabbage,67,Yala,0,4562,125746,27.57,4562,125746,27.56378781,,,,annual
7/1/2020,2020,7,27,kandy,kandy,carrots,115,Yala,0,3924,90225,23,3924,90225,22.99311927,,,,annual
7/1/2020,2020,7,27,kandy,kandy,chili,184,Yala,0,13580,79325,5.84,,,,5834,38511,6.601131299,seasonal
7/1/2020,2020,7,27,kandy,kandy,eggplants,52,Yala,0,11109,141882,12.77,11109,141882,12.77180664,,,,annual
