date,year,month,week_number,district,market,crop,price_rs_kg,season,season_encoded,extent_ha,production_t,yield_t_per_ha,annual_extent_ha,annual_production_t,annual_yield_t_per_ha,seasonal_extent_ha,seasonal_production_t,seasonal_yield_t_per_ha,agstat_source_used,temp_mean,rainfall_total,rain_sum,wind_max,inflation_rate,inflation_mom_change
6/3/2020,2020,6,23,colombo,colombo,tomatoes,120.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,27.24285714285714,71.9,71.9,16.185714285714287,3.9,-0.1
6/3/2020,2020,6,23,dambulla,dambulla,beans,157.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,dambulla,dambulla,cabbage,80.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,dambulla,dambulla,carrots,128.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,dambulla,dambulla,chili,98.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,dambulla,dambulla,eggplants,94.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,dambulla,dambulla,pumpkin,29.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,dambulla,dambulla,snake gourd,114.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,dambulla,dambulla,tomatoes,117.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,kandy,kandy,beans,135.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,24.15714285714285,19.9,19.9,14.9,3.9,-0.1
6/3/2020,2020,6,23,kandy,kandy,cabbage,78.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,24.15714285714285,19.9,19.9,14.9,3.9,-0.1
6/3/2020,2020,6,23,kandy,kandy,carrots,125.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,24.15714285714285,19.9,19.9,14.9,3.9,-0.1
6/3/2020,2020,6,23,kandy,kandy,chili,140.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,24.15714285714285,19.9,19.9,14.9,3.9,-0.1
6/3/2020,2020,6,23,kandy,kandy,eggplants,90.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,24.15714285714285,19.9,19.9,14.9,3.9,-0.1
6/3/2020,2020,6,23,kandy,kandy,pumpkin,45.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,24.15714285714285,19.9,19.9,14.9,3.9,-0.1
6/3/2020,2020,6,23,kandy,kandy,snake gourd,110.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,24.15714285714285,19.9,19.9,14.9,3.9,-0.1
6/3/2020,2020,6,23,kandy,kandy,tomatoes,115.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,24.15714285714285,19.9,19.9,14.9,3.9,-0.1
6/3/2020,2020,6,23,keppetipola,keppetipola,beans,121.6666667,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,keppetipola,keppetipola,cabbage,68.75,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,keppetipola,keppetipola,carrots,121.6666667,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,keppetipola,keppetipola,chili,123.3333333,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,keppetipola,keppetipola,eggplants,101.6666667,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,keppetipola,keppetipola,tomatoes,110.8333333,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,meegoda,meegoda,beans,146.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,meegoda,meegoda,cabbage,126.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,meegoda,meegoda,carrots,168.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,meegoda,meegoda,chili,118.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,meegoda,meegoda,eggplants,131.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,meegoda,meegoda,pumpkin,50.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,meegoda,meegoda,snake gourd,140.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,meegoda,meegoda,tomatoes,140.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,beans,146.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,cabbage,116.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,carrots,161.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,chili,124.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,eggplants,104.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,pumpkin,38.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,snake gourd,104.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,nuwaraeliya,nuwaraeliya,tomatoes,114.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,puttalam,puttalam,chili,102.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,27.77142857142857,59.8,59.8,20.11428571428571,3.9,-0.1
6/3/2020,2020,6,23,puttalam,puttalam,snake gourd,117.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,27.77142857142857,59.8,59.8,20.11428571428571,3.9,-0.1
6/3/2020,2020,6,23,thambuththegama,thambuththegama,beans,152.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,thambuththegama,thambuththegama,cabbage,123.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,thambuththegama,thambuththegama,carrots,139.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,thambuththegama,thambuththegama,chili,163.3333333,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,thambuththegama,thambuththegama,eggplants,106.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,thambuththegama,thambuththegama,pumpkin,26.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,thambuththegama,thambuththegama,snake gourd,87.5,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/3/2020,2020,6,23,thambuththegama,thambuththegama,tomatoes,109.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,colombo,colombo,beans,132.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,27.471428571428568,46.7,46.7,17.95714285714286,3.9,-0.1
6/10/2020,2020,6,24,colombo,colombo,cabbage,70.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,27.471428571428568,46.7,46.7,17.95714285714286,3.9,-0.1
6/10/2020,2020,6,24,colombo,colombo,carrots,137.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,27.471428571428568,46.7,46.7,17.95714285714286,3.9,-0.1
6/10/2020,2020,6,24,colombo,colombo,chili,132.7272727,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,27.471428571428568,46.7,46.7,17.95714285714286,3.9,-0.1
6/10/2020,2020,6,24,colombo,colombo,eggplants,81.11111111,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,27.471428571428568,46.7,46.7,17.95714285714286,3.9,-0.1
6/10/2020,2020,6,24,colombo,colombo,pumpkin,34.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,27.471428571428568,46.7,46.7,17.95714285714286,3.9,-0.1
6/10/2020,2020,6,24,colombo,colombo,snake gourd,83.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,27.471428571428568,46.7,46.7,17.95714285714286,3.9,-0.1
6/10/2020,2020,6,24,colombo,colombo,tomatoes,151.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,27.471428571428568,46.7,46.7,17.95714285714286,3.9,-0.1
6/10/2020,2020,6,24,dambulla,dambulla,beans,124.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,dambulla,dambulla,cabbage,68.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,dambulla,dambulla,carrots,116.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,dambulla,dambulla,chili,94.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,dambulla,dambulla,eggplants,71.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,dambulla,dambulla,pumpkin,33.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,dambulla,dambulla,snake gourd,94.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,dambulla,dambulla,tomatoes,144.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,kandy,kandy,beans,125.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,24.17142857142857,14.9,14.9,16.985714285714288,3.9,-0.1
6/10/2020,2020,6,24,kandy,kandy,cabbage,80.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,24.17142857142857,14.9,14.9,16.985714285714288,3.9,-0.1
6/10/2020,2020,6,24,kandy,kandy,carrots,135.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,24.17142857142857,14.9,14.9,16.985714285714288,3.9,-0.1
6/10/2020,2020,6,24,kandy,kandy,chili,126.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,24.17142857142857,14.9,14.9,16.985714285714288,3.9,-0.1
6/10/2020,2020,6,24,kandy,kandy,eggplants,110.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,24.17142857142857,14.9,14.9,16.985714285714288,3.9,-0.1
6/10/2020,2020,6,24,kandy,kandy,pumpkin,40.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,24.17142857142857,14.9,14.9,16.985714285714288,3.9,-0.1
6/10/2020,2020,6,24,kandy,kandy,snake gourd,75.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,24.17142857142857,14.9,14.9,16.985714285714288,3.9,-0.1
6/10/2020,2020,6,24,kandy,kandy,tomatoes,145.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,24.17142857142857,14.9,14.9,16.985714285714288,3.9,-0.1
6/10/2020,2020,6,24,keppetipola,keppetipola,beans,113.3333333,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,keppetipola,keppetipola,cabbage,65.83333333,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,keppetipola,keppetipola,carrots,90.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,keppetipola,keppetipola,chili,110.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,keppetipola,keppetipola,eggplants,71.66666667,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,keppetipola,keppetipola,pumpkin,76.66666667,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,keppetipola,keppetipola,tomatoes,128.3333333,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,meegoda,meegoda,beans,129.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,meegoda,meegoda,cabbage,114.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,meegoda,meegoda,carrots,146.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,meegoda,meegoda,chili,132.5,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,meegoda,meegoda,eggplants,106.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,meegoda,meegoda,pumpkin,49.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,meegoda,meegoda,snake gourd,71.66666667,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,meegoda,meegoda,tomatoes,160.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,beans,124.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,cabbage,88.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,carrots,113.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,chili,124.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,eggplants,84.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,pumpkin,68.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,snake gourd,96.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,nuwaraeliya,nuwaraeliya,tomatoes,134.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,puttalam,puttalam,chili,95.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,28.014285714285712,27.6,27.6,21.27142857142857,3.9,-0.1
6/10/2020,2020,6,24,puttalam,puttalam,snake gourd,63.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,28.014285714285712,27.6,27.6,21.27142857142857,3.9,-0.1
6/10/2020,2020,6,24,thambuththegama,thambuththegama,beans,152.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,thambuththegama,thambuththegama,cabbage,108.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,thambuththegama,thambuththegama,carrots,149.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,thambuththegama,thambuththegama,chili,146.6666667,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,thambuththegama,thambuththegama,eggplants,82.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,thambuththegama,thambuththegama,pumpkin,28.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,thambuththegama,thambuththegama,snake gourd,76.25,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/10/2020,2020,6,24,thambuththegama,thambuththegama,tomatoes,162.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,colombo,colombo,beans,101.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,27.65714285714285,43.6,43.6,17.62857142857143,3.9,-0.1
6/17/2020,2020,6,25,colombo,colombo,cabbage,65.55555556,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,27.65714285714285,43.6,43.6,17.62857142857143,3.9,-0.1
6/17/2020,2020,6,25,colombo,colombo,carrots,120.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,27.65714285714285,43.6,43.6,17.62857142857143,3.9,-0.1
6/17/2020,2020,6,25,colombo,colombo,chili,115.5555556,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,27.65714285714285,43.6,43.6,17.62857142857143,3.9,-0.1
6/17/2020,2020,6,25,colombo,colombo,eggplants,69.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,27.65714285714285,43.6,43.6,17.62857142857143,3.9,-0.1
6/17/2020,2020,6,25,colombo,colombo,pumpkin,33.5,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,27.65714285714285,43.6,43.6,17.62857142857143,3.9,-0.1
6/17/2020,2020,6,25,colombo,colombo,snake gourd,58.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,27.65714285714285,43.6,43.6,17.62857142857143,3.9,-0.1
6/17/2020,2020,6,25,colombo,colombo,tomatoes,169.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,27.65714285714285,43.6,43.6,17.62857142857143,3.9,-0.1
6/17/2020,2020,6,25,dambulla,dambulla,beans,95.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,dambulla,dambulla,cabbage,75.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,dambulla,dambulla,carrots,126.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,dambulla,dambulla,chili,98.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,dambulla,dambulla,eggplants,55.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,dambulla,dambulla,pumpkin,38.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,dambulla,dambulla,snake gourd,43.4,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,dambulla,dambulla,tomatoes,151.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
6/17/2020,2020,6,25,kandy,kandy,beans,75.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,24.62857142857143,17.6,17.6,16.585714285714285,3.9,-0.1
6/17/2020,2020,6,25,kandy,kandy,cabbage,52.0,Yala,0,4562,125746,27.57,4562.0,125746.0,27.56378781,,,,annual,24.62857142857143,17.6,17.6,16.585714285714285,3.9,-0.1
6/17/2020,2020,6,25,kandy,kandy,carrots,125.0,Yala,0,3924,90225,23.0,3924.0,90225.0,22.99311927,,,,annual,24.62857142857143,17.6,17.6,16.585714285714285,3.9,-0.1
6/17/2020,2020,6,25,kandy,kandy,chili,122.0,Yala,0,13580,79325,5.84,,,,5834.0,38511.0,6.601131299,seasonal,24.62857142857143,17.6,17.6,16.585714285714285,3.9,-0.1
6/17/2020,2020,6,25,kandy,kandy,eggplants,67.0,Yala,0,11109,141882,12.77,11109.0,141882.0,12.77180664,,,,annual,24.62857142857143,17.6,17.6,16.585714285714285,3.9,-0.1
6/17/2020,2020,6,25,kandy,kandy,pumpkin,46.0,Yala,0,7741,113322,14.64,7741.0,113322.0,14.6391939,,,,annual,24.62857142857143,17.6,17.6,16.585714285714285,3.9,-0.1
6/17/2020,2020,6,25,kandy,kandy,snake gourd,65.0,Yala,0,2650,32868,12.4,2650.0,32868.0,12.40301887,,,,annual,24.62857142857143,17.6,17.6,16.585714285714285,3.9,-0.1
6/17/2020,2020,6,25,kandy,kandy,tomatoes,165.0,Yala,0,6569,90507,13.78,6569.0,90507.0,13.77789618,,,,annual,24.62857142857143,17.6,17.6,16.585714285714285,3.9,-0.1
6/17/2020,2020,6,25,keppetipola,keppetipola,beans,74.0,Yala,0,7830,82973,10.6,7830.0,82973.0,10.59680715,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.9,-0.1
