image_path,district,season,crop_type,ph,nitrogen,phosphorus,potassium,moisture,organicMatter
images/sample_0265.ppm,Badulla,Inter-monsoon,Carrot,7.06,119.54,19.31,69.04,35.85,1.11
images/sample_0266.ppm,Batticaloa,Maha,Potato,5.74,125.56,27.89,69.47,28.86,4.67
images/sample_0267.ppm,Matale,Yala,Cabbage,6.92,180.65,37.29,112.2,51.31,4.56
images/sample_0268.ppm,Kegalle,Maha,Potato,7.71,79.08,13.96,47.08,18.94,1.69
images/sample_0269.ppm,Gampaha,Maha,Banana,5.98,207.0,33.09,101.72,57.61,5.55
images/sample_0270.ppm,Colombo,Maha,Maize,4.97,166.34,25.37,105.65,49.53,2.71
images/sample_0271.ppm,Kalutara,Inter-monsoon,Paddy,7.71,136.63,23.1,91.61,42.5,2.46
images/sample_0272.ppm,Trincomalee,Yala,Banana,7.41,123.66,25.59,55.92,27.25,2.78
images/sample_0273.ppm,Moneragala,Yala,Chilli,7.8,90.19,15.5,76.48,28.65,1.22
images/sample_0274.ppm,Polonnaruwa,Maha,Carrot,5.9,110.95,27.24,31.99,10.86,4.59
images/sample_0275.ppm,Kalutara,Yala,Chilli,7.31,158.94,27.76,78.49,41.79,4.12
images/sample_0276.ppm,Kalutara,Inter-monsoon,Banana,7.0,134.42,21.44,89.89,35.36,2.5
images/sample_0277.ppm,Matara,Inter-monsoon,Paddy,6.27,156.73,26.72,88.58,47.41,4.23
images/sample_0278.ppm,Ratnapura,Inter-monsoon,Maize,6.7,169.07,33.69,103.4,51.55,4.12
images/sample_0279.ppm,Nuwara Eliya,Yala,Banana,5.56,114.14,16.74,73.84,28.4,1.83
images/sample_0280.ppm,Kurunegala,Inter-monsoon,Paddy,7.21,173.61,40.61,72.37,34.82,6.06
images/sample_0281.ppm,Kilinochchi,Inter-monsoon,Banana,6.22,78.24,20.19,48.09,19.9,1.32
images/sample_0282.ppm,Mannar,Yala,Paddy,7.57,152.0,14.78,105.18,48.7,1.43
images/sample_0283.ppm,Matale,Yala,Potato,7.35,56.62,17.03,33.83,11.04,1.24
images/sample_0284.ppm,Ampara,Yala,Tomato,5.26,188.51,30.44,109.23,49.92,5.26
images/sample_0285.ppm,Matale,Yala,Banana,6.84,154.04,34.23,86.56,34.42,5.96
images/sample_0286.ppm,Ratnapura,Inter-monsoon,Cabbage,7.39,84.07,18.3,46.64,17.36,1.5
images/sample_0287.ppm,Vavuniya,Yala,Banana,6.77,130.4,36.72,42.54,14.35,6.11
images/sample_0288.ppm,Jaffna,Yala,Maize,6.19,104.07,12.64,82.27,30.43,1.79
images/sample_0289.ppm,Matara,Yala,Cabbage,6.2,130.6,11.03,96.57,46.52,1.06
images/sample_0290.ppm,Badulla,Yala,Cabbage,7.46,92.46,24.96,37.01,14.18,3.01
images/sample_0291.ppm,Matale,Inter-monsoon,Cabbage,7.15,160.48,36.6,83.71,39.49,5.16
images/sample_0292.ppm,Trincomalee,Maha,Potato,7.28,104.01,18.09,52.83,24.78,2.42
images/sample_0293.ppm,Kandy,Inter-monsoon,Banana,6.76,111.29,21.43,72.92,32.41,2.49
images/sample_0294.ppm,Galle,Inter-monsoon,Cabbage,6.55,149.94,33.13,67.45,29.44,5.41
images/sample_0295.ppm,Vavuniya,Yala,Paddy,5.77,104.11,33.34,65.55,21.86,3.84
images/sample_0296.ppm,Kurunegala,Yala,Maize,6.7,134.32,43.61,61.3,22.53,5.89
images/sample_0297.ppm,Galle,Inter-monsoon,Carrot,5.13,100.61,19.87,56.93,26.88,2.04
images/sample_0298.ppm,Gampaha,Inter-monsoon,Chilli,5.77,168.89,21.99,108.11,50.8,3.72
images/sample_0299.ppm,Trincomalee,Inter-monsoon,Cabbage,4.95,151.78,30.1,76.88,27.95,5.39
images/sample_0300.ppm,Moneragala,Yala,Paddy,6.2,129.32,36.49,71.6,24.22,5.66
images/sample_0301.ppm,Mannar,Inter-monsoon,Paddy,5.83,142.52,32.37,83.65,32.09,4.09
images/sample_0302.ppm,Kandy,Yala,Maize,5.85,116.53,17.51,69.72,22.9,2.85
images/sample_0303.ppm,Mannar,Yala,Carrot,6.63,134.73,15.69,89.4,40.99,2.13
images/sample_0304.ppm,Moneragala,Yala,Potato,4.97,158.24,29.14,91.4,42.61,3.78
images/sample_0305.ppm,Anuradhapura,Inter-monsoon,Cabbage,7.25,138.22,37.87,53.09,22.85,5.95
images/sample_0306.ppm,Batticaloa,Inter-monsoon,Chilli,6.83,134.82,29.49,84.95,32.62,3.88
images/sample_0307.ppm,Polonnaruwa,Inter-monsoon,Maize,5.98,191.57,31.24,110.99,57.12,3.86
images/sample_0308.ppm,Vavuniya,Maha,Banana,7.26,99.28,35.27,47.64,11.27,5.47
images/sample_0309.ppm,Puttalam,Yala,Chilli,6.86,64.13,16.53,45.63,11.57,1.69
images/sample_0310.ppm,Kandy,Yala,Tomato,7.1,112.21,20.01,77.4,34.29,2.12
images/sample_0311.ppm,Trincomalee,Maha,Potato,6.95,103.69,27.38,53.58,18.98,4.01
images/sample_0312.ppm,Badulla,Inter-monsoon,Tomato,7.31,144.83,22.99,105.55,47.53,2.46
images/sample_0313.ppm,Hambantota,Inter-monsoon,Maize,5.98,118.92,31.91,50.12,22.64,4.82
images/sample_0314.ppm,Kilinochchi,Maha,Tomato,5.36,152.52,19.26,89.0,45.18,2.37
images/sample_0315.ppm,Kegalle,Maha,Tomato,6.07,131.97,22.9,93.71,37.92,3.0
images/sample_0316.ppm,Galle,Maha,Maize,5.69,174.97,40.93,74.6,39.45,5.4
images/sample_0317.ppm,Kilinochchi,Maha,Banana,5.91,133.66,16.6,98.17,47.12,1.15
images/sample_0318.ppm,Gampaha,Maha,Potato,5.08,151.11,44.91,84.84,32.95,6.32
images/sample_0319.ppm,Polonnaruwa,Yala,Cabbage,6.68,118.28,41.8,44.31,15.34,6.32
images/sample_0320.ppm,Mannar,Inter-monsoon,Maize,6.22,110.43,15.81,58.63,28.71,1.72
images/sample_0321.ppm,Kalutara,Maha,Carrot,7.67,123.17,14.63,70.71,36.71,1.22
images/sample_0322.ppm,Hambantota,Inter-monsoon,Paddy,6.38,123.51,29.41,57.48,19.33,4.9
images/sample_0323.ppm,Vavuniya,Maha,Maize,5.94,93.21,19.39,57.79,21.56,1.95
images/sample_0324.ppm,Ratnapura,Inter-monsoon,Cabbage,6.93,106.33,35.2,34.66,13.07,5.0
images/sample_0325.ppm,Kalutara,Maha,Cabbage,5.46,112.22,43.53,49.88,11.92,6.07
images/sample_0326.ppm,Galle,Maha,Cabbage,7.26,162.82,27.32,80.54,37.73,4.82
images/sample_0327.ppm,Mannar,Inter-monsoon,Banana,7.15,125.55,33.62,64.29,19.27,4.48
images/sample_0328.ppm,Mullaitivu,Maha,Carrot,5.04,159.69,33.51,84.32,41.35,5.81
images/sample_0329.ppm,Matale,Maha,Carrot,7.41,140.24,36.98,61.81,25.98,6.29
images/sample_0330.ppm,Gampaha,Yala,Cabbage,6.32,193.51,42.2,112.65,52.65,6.21
images/sample_0331.ppm,Jaffna,Yala,Tomato,7.71,190.37,37.8,87.42,44.12,5.99
images/sample_0332.ppm,Ampara,Yala,Paddy,5.4,169.97,45.25,77.77,40.9,6.12
images/sample_0333.ppm,Kandy,Maha,Banana,6.5,164.08,37.79,76.15,40.76,4.65
images/sample_0334.ppm,Polonnaruwa,Maha,Banana,6.61,80.19,14.14,31.58,10.86,1.55
images/sample_0335.ppm,Matara,Inter-monsoon,Cabbage,5.61,176.12,32.77,90.47,47.11,4.51
images/sample_0336.ppm,Badulla,Inter-monsoon,Maize,5.22,93.49,29.01,50.88,21.47,2.9
images/sample_0337.ppm,Hambantota,Inter-monsoon,Carrot,7.65,119.87,25.11,77.05,30.92,3.67
images/sample_0338.ppm,Colombo,Inter-monsoon,Chilli,6.31,128.53,24.3,80.32,31.22,2.58
images/sample_0339.ppm,Moneragala,Inter-monsoon,Banana,6.19,113.16,34.62,41.34,13.44,5.71
images/sample_0340.ppm,Colombo,Maha,Cabbage,6.93,75.17,8.71,39.7,14.79,1.27
images/sample_0341.ppm,Trincomalee,Maha,Tomato,6.89,184.64,33.14,98.31,54.53,5.11
images/sample_0342.ppm,Puttalam,Maha,Maize,5.14,103.86,16.55,73.93,31.68,1.69
images/sample_0343.ppm,Badulla,Yala,Tomato,6.73,183.11,38.96,84.66,42.87,6.17
images/sample_0344.ppm,Ratnapura,Inter-monsoon,Banana,5.84,153.65,20.85,114.28,52.27,1.36
images/sample_0345.ppm,Galle,Yala,Banana,6.79,173.32,28.97,90.1,41.02,4.97
images/sample_0346.ppm,Nuwara Eliya,Yala,Banana,7.07,130.85,14.23,83.3,38.49,1.95
images/sample_0347.ppm,Matale,Yala,Carrot,5.03,149.61,29.77,79.73,31.98,5.33
images/sample_0348.ppm,Hambantota,Yala,Carrot,5.8,124.4,37.98,57.26,16.51,4.84
images/sample_0349.ppm,Gampaha,Maha,Carrot,6.18,136.37,31.39,70.23,30.24,3.57
images/sample_0350.ppm,Gampaha,Inter-monsoon,Tomato,5.07,163.7,29.91,91.08,38.24,5.26
images/sample_0351.ppm,Kurunegala,Maha,Maize,6.64,163.1,26.08,92.03,46.74,3.71
images/sample_0352.ppm,Jaffna,Yala,Tomato,6.71,141.52,33.55,61.88,30.27,5.94
images/sample_0353.ppm,Puttalam,Maha,Paddy,5.31,131.11,24.36,84.01,34.68,2.06
images/sample_0354.ppm,Kandy,Yala,Chilli,6.08,169.83,22.98,112.17,50.29,3.33
images/sample_0355.ppm,Anuradhapura,Inter-monsoon,Tomato,5.36,122.44,45.09,38.07,11.46,6.18
images/sample_0356.ppm,Batticaloa,Inter-monsoon,Tomato,6.51,87.87,18.38,47.23,10.44,2.51
images/sample_0357.ppm,Colombo,Inter-monsoon,Banana,5.97,164.24,36.29,81.27,41.85,4.58
images/sample_0358.ppm,Kurunegala,Yala,Carrot,7.11,182.67,32.93,99.74,50.27,4.52
images/sample_0359.ppm,Kurunegala,Yala,Cabbage,7.6,165.83,24.49,90.44,49.59,3.18
images/sample_0360.ppm,Kandy,Yala,Cabbage,6.78,158.44,36.95,90.5,44.0,4.45
images/sample_0361.ppm,Kilinochchi,Inter-monsoon,Chilli,6.74,111.98,34.77,52.76,14.61,4.94
images/sample_0362.ppm,Moneragala,Maha,Cabbage,7.16,160.89,14.93,103.89,56.42,2.24
images/sample_0363.ppm,Kandy,Maha,Potato,5.59,184.92,38.41,100.11,45.01,5.37
images/sample_0364.ppm,Moneragala,Maha,Tomato,6.19,169.18,20.46,115.62,55.66,3.32
images/sample_0365.ppm,Kurunegala,Yala,Cabbage,5.22,137.35,29.36,90.69,39.42,3.17
images/sample_0366.ppm,Vavuniya,Maha,Chilli,5.96,98.55,18.65,54.99,23.26,1.06
images/sample_0367.ppm,Vavuniya,Inter-monsoon,Chilli,7.12,129.94,30.54,59.28,29.38,3.51
images/sample_0368.ppm,Ampara,Maha,Paddy,6.67,125.2,30.63,57.74,22.38,4.7
images/sample_0369.ppm,Jaffna,Yala,Carrot,5.73,152.67,35.17,77.22,32.99,6.11
images/sample_0370.ppm,Ratnapura,Maha,Paddy,7.42,119.92,22.68,65.64,22.91,3.24
images/sample_0371.ppm,Nuwara Eliya,Yala,Banana,4.98,70.92,10.71,51.67,16.2,1.4
images/sample_0372.ppm,Ratnapura,Yala,Chilli,5.56,109.49,19.9,77.04,29.93,2.56
images/sample_0373.ppm,Badulla,Yala,Tomato,7.4,73.26,22.89,47.74,10.95,1.91
images/sample_0374.ppm,Anuradhapura,Maha,Tomato,5.91,86.62,12.21,56.25,25.56,1.39
images/sample_0375.ppm,Kegalle,Yala,Maize,7.49,135.05,35.79,72.54,28.83,5.31
images/sample_0376.ppm,Kurunegala,Inter-monsoon,Paddy,7.78,154.11,37.68,91.89,40.13,4.57
images/sample_0377.ppm,Jaffna,Inter-monsoon,Paddy,5.3,138.49,30.47,58.27,28.0,5.42
images/sample_0378.ppm,Trincomalee,Maha,Cabbage,5.2,151.65,30.96,87.18,34.8,4.4
images/sample_0379.ppm,Vavuniya,Maha,Cabbage,5.08,76.96,16.91,34.79,12.17,2.41
images/sample_0380.ppm,Hambantota,Maha,Chilli,5.67,161.9,29.83,74.6,39.68,4.14
images/sample_0381.ppm,Mannar,Maha,Maize,6.19,185.23,34.44,111.0,55.58,5.13
images/sample_0382.ppm,Nuwara Eliya,Maha,Chilli,6.81,114.1,28.36,79.73,28.62,3.45
images/sample_0383.ppm,Badulla,Maha,Paddy,5.14,87.48,16.31,57.76,25.68,1.4
images/sample_0384.ppm,Mullaitivu,Maha,Potato,7.36,98.29,10.32,73.99,30.86,1.08
images/sample_0385.ppm,Kegalle,Inter-monsoon,Paddy,7.14,176.68,32.58,106.04,53.67,4.77
images/sample_0386.ppm,Trincomalee,Yala,Cabbage,6.88,89.8,25.37,55.59,13.53,3.59
images/sample_0387.ppm,Galle,Inter-monsoon,Chilli,5.57,132.08,23.67,64.01,30.48,2.91
images/sample_0388.ppm,Ampara,Yala,Banana,5.27,105.39,14.29,68.72,25.47,1.83
images/sample_0389.ppm,Kurunegala,Inter-monsoon,Potato,5.19,135.97,14.61,89.04,44.5,2.05
images/sample_0390.ppm,Kalutara,Maha,Banana,6.67,170.19,29.06,111.19,52.86,2.99
images/sample_0391.ppm,Hambantota,Maha,Chilli,7.07,190.11,27.93,101.54,52.33,4.65
images/sample_0392.ppm,Matara,Inter-monsoon,Tomato,6.02,93.76,18.57,47.5,17.52,2.03
images/sample_0393.ppm,Colombo,Yala,Paddy,7.34,114.97,30.35,57.11,25.6,3.36
images/sample_0394.ppm,Puttalam,Maha,Potato,5.2,139.97,19.23,86.2,47.12,1.2
images/sample_0395.ppm,Kandy,Yala,Chilli,7.19,185.12,35.73,97.62,52.75,6.04
images/sample_0396.ppm,Galle,Yala,Banana,6.51,154.16,38.05,74.44,27.33,6.31
images/sample_0397.ppm,Mullaitivu,Maha,Paddy,6.86,75.68,14.51,49.66,12.45,1.57
images/sample_0398.ppm,Vavuniya,Inter-monsoon,Tomato,6.18,114.71,33.85,52.65,11.89,5.28
images/sample_0399.ppm,Kegalle,Inter-monsoon,Maize,7.69,132.95,33.55,62.72,22.01,4.66
images/sample_0400.ppm,Mannar,Inter-monsoon,Chilli,7.63,109.56,25.65,70.49,25.87,2.51
images/sample_0401.ppm,Mannar,Maha,Potato,5.87,84.19,10.82,56.5,22.11,1.16
images/sample_0402.ppm,Puttalam,Inter-monsoon,Potato,6.16,125.8,40.56,41.57,11.99,6.0
images/sample_0403.ppm,Colombo,Yala,Carrot,5.88,180.37,30.22,100.3,53.6,3.81
images/sample_0404.ppm,Kegalle,Maha,Tomato,6.23,148.79,13.02,104.3,50.21,2.07
images/sample_0405.ppm,Ampara,Inter-monsoon,Banana,6.59,173.64,29.5,119.2,57.94,3.36
images/sample_0406.ppm,Mullaitivu,Yala,Potato,5.78,114.86,13.8,68.62,27.3,2.02
images/sample_0407.ppm,Hambantota,Yala,Cabbage,6.62,144.74,44.82,71.39,30.63,6.17
images/sample_0408.ppm,Mullaitivu,Yala,Banana,5.31,160.2,24.66,106.35,50.84,2.76
images/sample_0409.ppm,Vavuniya,Maha,Chilli,6.21,190.52,40.4,116.06,57.45,5.36
images/sample_0410.ppm,Jaffna,Yala,Potato,6.14,91.57,20.0,69.04,25.81,1.75
images/sample_0411.ppm,Kandy,Inter-monsoon,Banana,7.46,134.57,20.87,92.8,44.99,1.35
images/sample_0412.ppm,Trincomalee,Yala,Chilli,4.91,127.95,24.72,69.08,32.5,4.03
images/sample_0413.ppm,Jaffna,Yala,Potato,5.82,98.21,23.72,56.62,16.4,3.54
images/sample_0414.ppm,Jaffna,Maha,Tomato,7.05,69.3,21.9,45.82,10.53,2.07
images/sample_0415.ppm,Trincomalee,Maha,Tomato,6.43,88.06,13.33,45.6,18.89,1.79
images/sample_0416.ppm,Vavuniya,Inter-monsoon,Tomato,6.83,147.21,27.82,77.68,34.68,4.32
images/sample_0417.ppm,Matara,Yala,Maize,4.91,133.91,18.11,75.7,36.2,2.13
images/sample_0418.ppm,Matale,Maha,Chilli,4.92,92.6,23.11,35.31,10.55,2.68
images/sample_0419.ppm,Batticaloa,Inter-monsoon,Potato,5.04,161.53,30.44,79.2,40.87,3.93
images/sample_0420.ppm,Kegalle,Maha,Potato,4.93,167.91,41.97,90.01,42.65,5.59
images/sample_0421.ppm,Matale,Maha,Tomato,5.15,161.48,27.78,105.0,55.01,2.74
images/sample_0422.ppm,Puttalam,Inter-monsoon,Potato,5.34,141.2,40.11,69.37,24.92,6.26
images/sample_0423.ppm,Kilinochchi,Maha,Cabbage,7.57,137.13,28.37,62.32,27.06,4.19
images/sample_0424.ppm,Colombo,Maha,Banana,5.25,198.18,30.82,112.41,56.42,5.25
images/sample_0425.ppm,Mullaitivu,Yala,Carrot,7.04,187.44,36.74,94.73,49.37,5.36
images/sample_0426.ppm,Anuradhapura,Maha,Maize,5.14,138.33,16.61,80.13,39.27,2.81
images/sample_0427.ppm,Vavuniya,Yala,Chilli,4.92,96.91,17.76,59.56,15.55,2.81
images/sample_0428.ppm,Moneragala,Yala,Potato,6.58,107.75,31.47,50.09,18.95,4.28
images/sample_0429.ppm,Kilinochchi,Inter-monsoon,Chilli,5.87,126.31,19.07,99.84,46.3,1.33
images/sample_0430.ppm,Mannar,Inter-monsoon,Cabbage,6.39,76.6,17.61,51.86,19.42,1.06
images/sample_0431.ppm,Ampara,Yala,Maize,7.23,121.44,31.67,60.0,23.21,5.29
images/sample_0432.ppm,Colombo,Yala,Cabbage,7.37,154.79,35.71,91.41,38.17,5.69
images/sample_0433.ppm,Kalutara,Yala,Carrot,6.64,136.48,39.39,60.62,23.64,5.49
images/sample_0434.ppm,Kegalle,Maha,Cabbage,7.77,136.8,18.86,84.67,45.7,1.49
images/sample_0435.ppm,Matara,Maha,Potato,7.14,125.99,24.74,78.82,30.75,2.34
images/sample_0436.ppm,Jaffna,Yala,Tomato,7.75,147.87,36.68,78.23,37.31,4.8
images/sample_0437.ppm,Mannar,Maha,Carrot,6.09,103.42,22.44,53.96,22.26,3.35
images/sample_0438.ppm,Matale,Inter-monsoon,Paddy,7.16,77.06,17.75,59.53,16.19,2.1
images/sample_0439.ppm,Mannar,Inter-monsoon,Carrot,5.23,126.19,44.28,50.74,10.37,6.18
images/sample_0440.ppm,Moneragala,Yala,Maize,6.08,177.26,14.15,115.57,57.56,2.26
images/sample_0441.ppm,Polonnaruwa,Yala,Paddy,6.41,138.16,19.06,96.85,44.24,2.39
images/sample_0442.ppm,Batticaloa,Maha,Carrot,6.14,173.34,31.51,77.85,41.49,4.97
images/sample_0443.ppm,Hambantota,Inter-monsoon,Chilli,6.51,102.94,31.38,49.09,11.9,4.46
images/sample_0444.ppm,Jaffna,Maha,Cabbage,5.67,105.71,32.85,56.53,15.1,5.24
images/sample_0445.ppm,Batticaloa,Yala,Tomato,5.88,110.62,33.81,35.38,13.58,4.41
images/sample_0446.ppm,Batticaloa,Yala,Maize,5.72,144.51,17.63,99.55,46.05,2.17
images/sample_0447.ppm,Jaffna,Inter-monsoon,Paddy,7.01,122.29,30.61,44.45,17.08,4.92
images/sample_0448.ppm,Vavuniya,Yala,Potato,6.4,170.75,38.1,78.74,32.95,6.31
images/sample_0449.ppm,Kurunegala,Maha,Carrot,5.22,172.48,40.31,94.79,45.89,5.99
images/sample_0450.ppm,Ampara,Maha,Potato,5.76,193.67,38.28,101.37,55.69,4.86
images/sample_0451.ppm,Kegalle,Maha,Cabbage,5.83,153.75,28.64,97.41,45.48,3.21
images/sample_0452.ppm,Batticaloa,Inter-monsoon,Chilli,5.96,155.68,30.0,86.15,33.61,4.74
images/sample_0453.ppm,Matale,Inter-monsoon,Cabbage,6.64,134.28,18.17,94.12,48.92,1.32
images/sample_0454.ppm,Badulla,Maha,Paddy,6.76,57.59,16.36,46.29,11.33,1.06
images/sample_0455.ppm,Polonnaruwa,Yala,Banana,6.37,75.6,11.77,51.38,11.45,1.15
images/sample_0456.ppm,Hambantota,Yala,Maize,7.18,160.42,41.49,73.35,33.97,5.92
images/sample_0457.ppm,Colombo,Yala,Potato,6.32,149.36,16.17,93.04,48.14,1.99
images/sample_0458.ppm,Kalutara,Inter-monsoon,Carrot,5.05,166.43,19.71,122.42,56.98,1.86
images/sample_0459.ppm,Moneragala,Maha,Potato,7.4,149.72,19.19,97.52,52.53,2.53
images/sample_0460.ppm,Ratnapura,Yala,Carrot,6.45,149.2,25.65,70.84,31.43,4.35
images/sample_0461.ppm,Kandy,Yala,Tomato,6.08,149.88,29.23,93.64,39.08,4.77
images/sample_0462.ppm,Matale,Inter-monsoon,Chilli,7.22,173.94,32.44,100.98,49.96,4.99
images/sample_0463.ppm,Moneragala,Yala,Banana,4.92,183.71,34.93,87.92,42.22,6.01
images/sample_0464.ppm,Jaffna,Yala,Chilli,6.95,139.33,27.58,87.03,35.12,2.71
images/sample_0465.ppm,Badulla,Inter-monsoon,Paddy,6.87,177.1,24.1,104.57,57.85,2.69
images/sample_0466.ppm,Polonnaruwa,Yala,Carrot,5.81,191.01,29.25,97.6,51.05,5.09
images/sample_0467.ppm,Kalutara,Inter-monsoon,Maize,5.74,156.57,17.38,104.99,55.01,1.97
images/sample_0468.ppm,Gampaha,Yala,Cabbage,7.44,108.52,17.29,75.36,28.83,2.57
images/sample_0469.ppm,Trincomalee,Yala,Potato,6.55,138.86,37.92,66.82,28.56,4.8
images/sample_0470.ppm,Nuwara Eliya,Yala,Tomato,6.15,137.94,14.96,83.9,42.85,1.03
images/sample_0471.ppm,Mullaitivu,Inter-monsoon,Tomato,5.68,97.33,19.11,80.51,30.2,1.37
images/sample_0472.ppm,Anuradhapura,Yala,Paddy,5.04,144.42,35.14,66.23,21.4,6.35
images/sample_0473.ppm,Hambantota,Maha,Banana,5.4,135.77,25.26,95.01,39.51,2.61
images/sample_0474.ppm,Jaffna,Maha,Potato,7.5,160.05,29.59,92.05,50.79,3.88
images/sample_0475.ppm,Kandy,Inter-monsoon,Potato,6.35,150.49,21.11,98.99,43.37,3.51
images/sample_0476.ppm,Galle,Inter-monsoon,Cabbage,4.99,151.56,22.0,93.02,49.15,2.31
images/sample_0477.ppm,Polonnaruwa,Inter-monsoon,Banana,7.52,141.93,25.85,99.36,41.71,2.56
images/sample_0478.ppm,Kilinochchi,Maha,Paddy,6.0,170.5,30.13,99.09,51.52,4.38
images/sample_0479.ppm,Vavuniya,Yala,Chilli,6.37,79.11,8.95,50.68,22.54,1.18
images/sample_0480.ppm,Kilinochchi,Maha,Chilli,5.85,70.13,18.04,38.74,13.93,1.93
images/sample_0481.ppm,Puttalam,Yala,Carrot,7.14,189.85,38.73,95.2,50.9,5.6
images/sample_0482.ppm,Nuwara Eliya,Maha,Chilli,5.15,177.27,20.44,111.9,52.45,3.08
images/sample_0483.ppm,Vavuniya,Maha,Tomato,6.9,122.27,38.15,59.97,19.05,6.11
images/sample_0484.ppm,Vavuniya,Yala,Tomato,6.22,143.88,18.17,97.0,46.88,1.87
images/sample_0485.ppm,Badulla,Yala,Paddy,6.13,172.97,25.98,110.03,52.46,3.81
images/sample_0486.ppm,Mullaitivu,Yala,Cabbage,6.42,163.84,42.33,87.38,37.41,5.47
images/sample_0487.ppm,Trincomalee,Yala,Chilli,6.22,131.21,35.04,65.01,28.8,4.95
images/sample_0488.ppm,Ampara,Maha,Potato,6.13,126.35,25.62,68.88,28.88,3.12
images/sample_0489.ppm,Trincomalee,Yala,Carrot,6.23,202.06,35.84,109.42,50.02,6.33
images/sample_0490.ppm,Trincomalee,Yala,Cabbage,7.76,180.73,37.16,110.19,52.92,4.53
images/sample_0491.ppm,Vavuniya,Inter-monsoon,Tomato,6.73,154.01,24.19,87.56,44.97,2.53
images/sample_0492.ppm,Trincomalee,Inter-monsoon,Tomato,7.1,111.86,31.0,61.77,16.7,4.01
images/sample_0493.ppm,Matale,Maha,Banana,5.67,146.45,29.7,89.5,38.66,4.58
images/sample_0494.ppm,Badulla,Yala,Carrot,7.0,195.84,38.39,103.22,50.96,6.07
images/sample_0495.ppm,Nuwara Eliya,Maha,Banana,7.0,162.73,21.3,119.03,55.67,1.49
images/sample_0496.ppm,Polonnaruwa,Maha,Cabbage,6.17,113.09,37.6,37.49,12.43,4.67
images/sample_0497.ppm,Jaffna,Inter-monsoon,Tomato,7.39,128.68,22.21,94.12,42.63,2.24
images/sample_0498.ppm,Kegalle,Inter-monsoon,Paddy,7.34,109.64,12.66,66.12,30.82,1.51
images/sample_0499.ppm,Puttalam,Maha,Chilli,6.76,109.77,16.32,74.09,27.03,2.14
images/sample_0500.ppm,Batticaloa,Yala,Paddy,5.3,157.32,32.41,76.67,39.17,4.83
images/sample_0501.ppm,Kilinochchi,Inter-monsoon,Maize,7.58,146.67,29.47,82.2,34.91,5.03
images/sample_0502.ppm,Jaffna,Yala,Maize,5.69,98.07,10.62,69.25,24.66,1.03
images/sample_0503.ppm,Galle,Yala,Potato,7.67,78.0,16.61,49.25,12.83,2.58
images/sample_0504.ppm,Polonnaruwa,Maha,Potato,7.74,112.24,27.95,60.99,23.32,2.81
images/sample_0505.ppm,Matale,Yala,Banana,5.22,162.18,22.23,105.82,55.02,3.25
images/sample_0506.ppm,Galle,Maha,Tomato,7.8,112.41,31.92,56.58,14.67,4.79
images/sample_0507.ppm,Kalutara,Maha,Potato,5.74,76.71,19.42,56.49,14.82,2.46
images/sample_0508.ppm,Colombo,Inter-monsoon,Paddy,5.15,121.19,14.53,75.12,31.81,1.44
images/sample_0509.ppm,Matara,Inter-monsoon,Carrot,5.44,123.73,38.38,37.95,14.79,6.0
images/sample_0510.ppm,Matale,Inter-monsoon,Chilli,6.55,161.62,32.47,98.44,43.98,3.99
images/sample_0511.ppm,Puttalam,Inter-monsoon,Cabbage,7.44,158.98,27.93,96.39,44.59,4.18
images/sample_0512.ppm,Matara,Inter-monsoon,Tomato,7.17,139.23,15.7,103.42,45.3,2.18
images/sample_0513.ppm,Vavuniya,Maha,Chilli,7.07,191.22,29.31,105.06,57.69,4.41
images/sample_0514.ppm,Mullaitivu,Yala,Potato,7.08,152.9,29.95,77.25,32.7,4.6
images/sample_0515.ppm,Kilinochchi,Inter-monsoon,Cabbage,7.27,196.33,32.32,100.26,55.21,5.05
images/sample_0516.ppm,Ratnapura,Yala,Banana,6.36,112.2,11.9,80.74,39.57,1.4
images/sample_0517.ppm,Moneragala,Maha,Banana,7.02,147.13,19.36,95.73,49.07,1.22
images/sample_0518.ppm,Kilinochchi,Maha,Chilli,6.52,150.57,24.17,97.15,46.67,2.76
images/sample_0519.ppm,Vavuniya,Yala,Paddy,5.91,180.54,36.1,91.42,48.28,5.6
images/sample_0520.ppm,Kandy,Yala,Maize,7.25,136.58,38.76,63.53,25.29,5.02
images/sample_0521.ppm,Kegalle,Maha,Paddy,5.02,152.94,28.0,101.88,49.8,2.81
images/sample_0522.ppm,Gampaha,Inter-monsoon,Paddy,5.69,202.63,41.65,117.63,56.7,5.87
images/sample_0523.ppm,Jaffna,Yala,Maize,5.97,114.82,23.07,77.25,30.65,2.53
images/sample_0524.ppm,Kegalle,Maha,Paddy,6.57,155.17,40.85,72.32,26.88,6.02
images/sample_0525.ppm,Gampaha,Inter-monsoon,Tomato,5.45,101.84,27.44,53.35,14.89,2.72
images/sample_0526.ppm,Gampaha,Maha,Chilli,5.14,88.72,20.19,63.47,23.47,2.07
images/sample_0527.ppm,Moneragala,Maha,Paddy,6.28,158.35,42.28,91.88,40.2,5.48
images/sample_0528.ppm,Hambantota,Maha,Maize,6.0,150.4,34.86,51.26,24.06,5.88
images/sample_0529.ppm,Batticaloa,Maha,Cabbage,6.93,172.66,46.72,75.73,34.04,6.37
