Record_ID,Product_Category,Product_Name,Base_Amount,Unit,Nitrogen_N_(g_per_100g),Phosphorus_P_(g_per_100g),Potassium_K_(g_per_100g),Other_Micro_Elements_(per_100g)
REC_41945,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_75506,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_39724,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_47810,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_39275,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_56294,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_72523,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_41614,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_77797,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_94829,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_52344,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_43448,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_42735,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_52818,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_17601,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_13586,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_55157,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_26854,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_55147,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_51865,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_30990,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_45445,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_89493,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_36436,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_64721,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_43759,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_16113,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_74544,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_41932,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_33032,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_82364,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_38753,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_25574,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_43981,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_46125,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_58837,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_20175,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_44634,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_73552,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_72996,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_90944,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_48106,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_33682,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_15190,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_37373,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_93148,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_91212,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_91833,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_19225,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_78068,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_30975,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_37311,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_29625,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_49805,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_83116,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_35737,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_21012,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_39553,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_50311,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_33392,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_21904,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_53818,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_75890,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_44981,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_80697,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_45173,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_70179,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_14271,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_31037,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_72395,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_51443,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_88286,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_95955,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_31399,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_48488,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_43970,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_24943,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_60458,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_11707,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_81260,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_42602,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_99771,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_42877,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_81479,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_10979,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_11512,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_43523,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_17391,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_85783,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_90620,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_70589,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_31316,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_59793,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_96067,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_68369,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_89901,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_12071,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_79191,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_68988,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_23758,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_24619,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_62778,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_29601,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_85398,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_64797,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_35290,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_20992,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_21469,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_62674,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_67864,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_85961,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_38168,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_78982,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_53763,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_64822,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_60830,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_54368,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_72092,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_29472,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_64557,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_48978,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_22771,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_30236,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_28772,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_98192,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_17082,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_45534,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_68073,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_12671,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_38813,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_58567,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_27783,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_53077,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_35949,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_44061,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_21868,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_39461,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_80245,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_20505,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_65921,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_47964,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_43416,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_40038,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_76403,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_60600,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_28460,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_47878,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_23993,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_20972,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_31120,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_74147,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_73282,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_99101,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_94432,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_90068,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_80110,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_39939,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_10345,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_64541,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_86992,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_12305,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_72890,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_77435,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_22143,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_45669,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_25684,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_65889,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_21012,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_46472,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_22522,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_68714,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_26872,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_59636,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_73954,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_74050,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_79899,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_78179,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_51048,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_84740,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_13008,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_25657,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_26000,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_25030,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_44378,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_61927,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_42686,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_87718,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_71808,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_74984,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_38181,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_66309,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_35194,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_82735,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_40269,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_55068,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_36025,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_94875,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_39309,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_86779,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_67840,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_20177,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_99804,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_57517,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_48141,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_38025,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_53108,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_63385,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_23586,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_64068,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_40583,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_90179,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_65151,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_45567,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_52863,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_75877,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_50958,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_25781,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_23862,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_95986,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_99574,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_45371,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_37170,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_59021,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_49302,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_90465,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_58494,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_89038,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_24536,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_29802,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_18861,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_86006,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_84584,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_54090,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_56159,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_83767,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_11967,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_79914,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_53392,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_39885,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_86237,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_87431,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_33897,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_23314,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_81266,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_19371,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_90410,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_41623,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_15616,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_79953,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_44545,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_86816,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_31179,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_93638,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_33399,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_17666,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_87177,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_20823,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_25189,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_37519,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_26033,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_31137,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_18734,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_51877,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_19807,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_92789,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_78939,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_22751,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_11918,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_17200,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_40356,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_59291,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
